Drug_ID,PubChem_label,ChEMBL_URI,CHEBI_ID,formula,mass,atcClassification,SMILES,BrandName,CommonName,Disease_ID,drug,Treatment_ID,ChEMBL_ID,Treatment_URI
https://pubchem.ncbi.nlm.nih.gov/compound/100002269,azithromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2361091,,C38H72N2O12,749,,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,Zithromax,Zithromax,http://purl.obolibrary.org/obo/DOID_7551,azithromycin,T4,CHEMBL2361091,https://w3id.org/ohboi#T4
https://pubchem.ncbi.nlm.nih.gov/compound/100002269,azithromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2361091,,C38H72N2O12,749,,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,Zithromax,Zithromax,http://purl.obolibrary.org/obo/DOID_10456,azithromycin,T37,CHEMBL2361091,https://w3id.org/ohboi#T37
https://pubchem.ncbi.nlm.nih.gov/compound/100002269,azithromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2361091,,C38H72N2O12,749,,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,Zithromax,Zithromax,http://purl.obolibrary.org/obo/DOID_552,azithromycin,T66,CHEMBL2361091,https://w3id.org/ohboi#T66
https://pubchem.ncbi.nlm.nih.gov/compound/100002269,azithromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2361091,,C38H72N2O12,749,,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,Zithromax,Zithromax,http://purl.obolibrary.org/obo/DOID_11729,azithromycin,T101,CHEMBL2361091,https://w3id.org/ohboi#T101
https://pubchem.ncbi.nlm.nih.gov/compound/100002269,azithromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2361091,,C38H72N2O12,749,,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,Zithromax,Zithromax,http://purl.obolibrary.org/obo/DOID_10456,azithromycin,T108,CHEMBL2361091,https://w3id.org/ohboi#T108
https://pubchem.ncbi.nlm.nih.gov/compound/100002269,azithromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2361091,,C38H72N2O12,749,,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,Zithromax,Zithromax,http://purl.obolibrary.org/obo/DOID_552,azithromycin,T104,CHEMBL2361091,https://w3id.org/ohboi#T104
https://pubchem.ncbi.nlm.nih.gov/compound/100002786,clindamycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1490142,,C18H36Cl2N2O6S,479.47,,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,,,http://purl.obolibrary.org/obo/DOID_7551,clindamycin,T5,CHEMBL1490142,https://w3id.org/ohboi#T5
https://pubchem.ncbi.nlm.nih.gov/compound/100002786,clindamycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1490142,,C18H36Cl2N2O6S,479.47,,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,,,http://purl.obolibrary.org/obo/DOID_10456,clindamycin,T39,CHEMBL1490142,https://w3id.org/ohboi#T39
https://pubchem.ncbi.nlm.nih.gov/compound/100002786,clindamycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1490142,,C18H36Cl2N2O6S,479.47,,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,,,http://purl.obolibrary.org/obo/DOID_552,clindamycin,T68,CHEMBL1490142,https://w3id.org/ohboi#T68
https://pubchem.ncbi.nlm.nih.gov/compound/100002786,clindamycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1490142,,C18H36Cl2N2O6S,479.47,,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,,,http://purl.obolibrary.org/obo/DOID_10456,clindamycin,T110,CHEMBL1490142,https://w3id.org/ohboi#T110
https://pubchem.ncbi.nlm.nih.gov/compound/100002786,clindamycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1490142,,C18H36Cl2N2O6S,479.47,,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,,,http://purl.obolibrary.org/obo/DOID_3488,clindamycin,T103,CHEMBL1490142,https://w3id.org/ohboi#T103
https://pubchem.ncbi.nlm.nih.gov/compound/100002786,clindamycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1490142,,C18H36Cl2N2O6S,479.47,,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,,,http://purl.obolibrary.org/obo/DOID_552,clindamycin,T106,CHEMBL1490142,https://w3id.org/ohboi#T106
https://pubchem.ncbi.nlm.nih.gov/compound/100002173,ampicillin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1617921,,C16H19N3O4S,349.41,,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Omnipen,ampicillin,http://purl.obolibrary.org/obo/DOID_7551,ampicillin,T6,CHEMBL1617921,https://w3id.org/ohboi#T6
https://pubchem.ncbi.nlm.nih.gov/compound/100003255,erythromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1328576,,C37H67NO13,733.94,,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,Cefizox,ceftizoxime,http://purl.obolibrary.org/obo/DOID_7551,erythromycin,T7,CHEMBL1328576,https://w3id.org/ohboi#T7
https://pubchem.ncbi.nlm.nih.gov/compound/100003255,erythromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1328576,,C37H67NO13,733.94,,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,Cefizox,ceftizoxime,http://purl.obolibrary.org/obo/DOID_10456,erythromycin,T33,CHEMBL1328576,https://w3id.org/ohboi#T33
https://pubchem.ncbi.nlm.nih.gov/compound/100003255,erythromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1328576,,C37H67NO13,733.94,,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,Cefizox,ceftizoxime,http://purl.obolibrary.org/obo/DOID_552,erythromycin,T59,CHEMBL1328576,https://w3id.org/ohboi#T59
https://pubchem.ncbi.nlm.nih.gov/compound/100003255,erythromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1328576,,C37H67NO13,733.94,,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,Cefizox,ceftizoxime,http://purl.obolibrary.org/obo/DOID_10456,erythromycin,T104,CHEMBL1328576,https://w3id.org/ohboi#T104
https://pubchem.ncbi.nlm.nih.gov/compound/100003255,erythromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1328576,,C37H67NO13,733.94,,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,Cefizox,ceftizoxime,http://purl.obolibrary.org/obo/DOID_552,erythromycin,T118,CHEMBL1328576,https://w3id.org/ohboi#T118
https://pubchem.ncbi.nlm.nih.gov/compound/100003255,erythromycin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1328576,,C37H67NO13,733.94,,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,Cefizox,ceftizoxime,http://purl.obolibrary.org/obo/DOID_11573,erythromycin,T145,CHEMBL1328576,https://w3id.org/ohboi#T145
https://pubchem.ncbi.nlm.nih.gov/compound/100002655,ceftizoxime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL551654,,C13H13N5O5S2,383.41,,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=CCS3)C(=O)O,Cefizox,ceftizoxime,http://purl.obolibrary.org/obo/DOID_7551,ceftizoxime,T8,CHEMBL551654,https://w3id.org/ohboi#T8
https://pubchem.ncbi.nlm.nih.gov/compound/100002656,ceftriaxone,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1741130,,C18H18N8O7S3,554.59,,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,Cefizox,ceftizoxime,http://purl.obolibrary.org/obo/DOID_7551,ceftriaxone,T9,CHEMBL1741130,https://w3id.org/ohboi#T9
https://pubchem.ncbi.nlm.nih.gov/compound/100002656,ceftriaxone,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1741130,,C18H18N8O7S3,554.59,,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,Cefizox,ceftizoxime,http://purl.obolibrary.org/obo/DOID_552,ceftriaxone,T56,CHEMBL1741130,https://w3id.org/ohboi#T56
https://pubchem.ncbi.nlm.nih.gov/compound/100002656,ceftriaxone,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1741130,,C18H18N8O7S3,554.59,,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,Cefizox,ceftizoxime,http://purl.obolibrary.org/obo/DOID_552,ceftriaxone,T115,CHEMBL1741130,https://w3id.org/ohboi#T115
https://pubchem.ncbi.nlm.nih.gov/compound/100002631,cefotaxime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1622795,,C16H17N5O7S2,455.47,,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,ClaforanÂ ,cefotaxime,http://purl.obolibrary.org/obo/DOID_7551,cefotaxime,T10,CHEMBL1622795,https://w3id.org/ohboi#T10
https://pubchem.ncbi.nlm.nih.gov/compound/100002631,cefotaxime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1622795,,C16H17N5O7S2,455.47,,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,ClaforanÂ ,cefotaxime,http://purl.obolibrary.org/obo/DOID_552,cefotaxime,T63,CHEMBL1622795,https://w3id.org/ohboi#T63
https://pubchem.ncbi.nlm.nih.gov/compound/100002631,cefotaxime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1622795,,C16H17N5O7S2,455.47,,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,ClaforanÂ ,cefotaxime,http://purl.obolibrary.org/obo/DOID_3488,cefotaxime,T111,CHEMBL1622795,https://w3id.org/ohboi#T111
https://pubchem.ncbi.nlm.nih.gov/compound/100002631,cefotaxime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1622795,,C16H17N5O7S2,455.47,,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,ClaforanÂ ,cefotaxime,http://purl.obolibrary.org/obo/DOID_552,cefotaxime,T101,CHEMBL1622795,https://w3id.org/ohboi#T101
https://pubchem.ncbi.nlm.nih.gov/compound/100002658,cefuroxime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1620018,,C16H16N4O8S,424.39,,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,Ceftin,cefuroxime,http://purl.obolibrary.org/obo/DOID_7551,cefuroxime,T11,CHEMBL1620018,https://w3id.org/ohboi#T11
https://pubchem.ncbi.nlm.nih.gov/compound/100002658,cefuroxime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1620018,,C16H16N4O8S,424.39,,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,Ceftin,cefuroxime,http://purl.obolibrary.org/obo/DOID_10456,cefuroxime,T40,CHEMBL1620018,https://w3id.org/ohboi#T40
https://pubchem.ncbi.nlm.nih.gov/compound/100002658,cefuroxime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1620018,,C16H16N4O8S,424.39,,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,Ceftin,cefuroxime,http://purl.obolibrary.org/obo/DOID_552,cefuroxime,T57,CHEMBL1620018,https://w3id.org/ohboi#T57
https://pubchem.ncbi.nlm.nih.gov/compound/100002658,cefuroxime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1620018,,C16H16N4O8S,424.39,,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,Ceftin,cefuroxime,http://purl.obolibrary.org/obo/DOID_11729,cefuroxime,T102,CHEMBL1620018,https://w3id.org/ohboi#T102
https://pubchem.ncbi.nlm.nih.gov/compound/100002658,cefuroxime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1620018,,C16H16N4O8S,424.39,,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,Ceftin,cefuroxime,http://purl.obolibrary.org/obo/DOID_10456,cefuroxime,T111,CHEMBL1620018,https://w3id.org/ohboi#T111
https://pubchem.ncbi.nlm.nih.gov/compound/100002658,cefuroxime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1620018,,C16H16N4O8S,424.39,,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,Ceftin,cefuroxime,http://purl.obolibrary.org/obo/DOID_3488,cefuroxime,T109,CHEMBL1620018,https://w3id.org/ohboi#T109
https://pubchem.ncbi.nlm.nih.gov/compound/100002658,cefuroxime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1620018,,C16H16N4O8S,424.39,,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,Ceftin,cefuroxime,http://purl.obolibrary.org/obo/DOID_552,cefuroxime,T116,CHEMBL1620018,https://w3id.org/ohboi#T116
https://pubchem.ncbi.nlm.nih.gov/compound/100002675,cefixime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL427069,,C16H15N5O7S2,453.46,,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,SupraxÂ ,cefixime,http://purl.obolibrary.org/obo/DOID_7551,cefixime,T12,CHEMBL427069,https://w3id.org/ohboi#T12
https://pubchem.ncbi.nlm.nih.gov/compound/100002675,cefixime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL427069,,C16H15N5O7S2,453.46,,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,SupraxÂ ,cefixime,http://purl.obolibrary.org/obo/DOID_10456,cefixime,T47,CHEMBL427069,https://w3id.org/ohboi#T47
https://pubchem.ncbi.nlm.nih.gov/compound/100002675,cefixime,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL427069,,C16H15N5O7S2,453.46,,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,SupraxÂ ,cefixime,http://purl.obolibrary.org/obo/DOID_10456,cefixime,T118,CHEMBL427069,https://w3id.org/ohboi#T118
https://pubchem.ncbi.nlm.nih.gov/compound/100002349,penicillin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL312755,,C16H18N2O4S,334.4,,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,Bactocill,penicillin,http://purl.obolibrary.org/obo/DOID_7551,penicillin,T13,CHEMBL312755,https://w3id.org/ohboi#T13
https://pubchem.ncbi.nlm.nih.gov/compound/100002349,penicillin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL312755,,C16H18N2O4S,334.4,,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,Bactocill,penicillin,http://purl.obolibrary.org/obo/DOID_10456,penicillin,T45,CHEMBL312755,https://w3id.org/ohboi#T45
https://pubchem.ncbi.nlm.nih.gov/compound/100002349,penicillin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL312755,,C16H18N2O4S,334.4,,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,Bactocill,penicillin,http://purl.obolibrary.org/obo/DOID_552,penicillin,T69,CHEMBL312755,https://w3id.org/ohboi#T69
https://pubchem.ncbi.nlm.nih.gov/compound/100002349,penicillin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL312755,,C16H18N2O4S,334.4,,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,Bactocill,penicillin,http://purl.obolibrary.org/obo/DOID_10456,penicillin,T116,CHEMBL312755,https://w3id.org/ohboi#T116
https://pubchem.ncbi.nlm.nih.gov/compound/100002349,penicillin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL312755,,C16H18N2O4S,334.4,,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,Bactocill,penicillin,http://purl.obolibrary.org/obo/DOID_552,penicillin,T107,CHEMBL312755,https://w3id.org/ohboi#T107
https://pubchem.ncbi.nlm.nih.gov/compound/100002349,penicillin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL312755,,C16H18N2O4S,334.4,,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,Bactocill,penicillin,http://purl.obolibrary.org/obo/DOID_11573,penicillin,T143,CHEMBL312755,https://w3id.org/ohboi#T143
https://pubchem.ncbi.nlm.nih.gov/compound/100002349,penicillin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL312755,,C16H18N2O4S,334.4,,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,Bactocill,penicillin,http://purl.obolibrary.org/obo/DOID_11976,penicillin,T150,CHEMBL312755,https://w3id.org/ohboi#T150
https://pubchem.ncbi.nlm.nih.gov/compound/100002764,ciprofloxacin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4303345,,C17H21ClFN3O4,385.82,,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,Ciproxin,ciprofloxacin,http://purl.obolibrary.org/obo/DOID_7551,ciprofloxacin,T14,CHEMBL4303345,https://w3id.org/ohboi#T14
https://pubchem.ncbi.nlm.nih.gov/compound/100002764,ciprofloxacin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4303345,,C17H21ClFN3O4,385.82,,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,Ciproxin,ciprofloxacin,http://purl.obolibrary.org/obo/DOID_552,ciprofloxacin,T70,CHEMBL4303345,https://w3id.org/ohboi#T70
https://pubchem.ncbi.nlm.nih.gov/compound/100002764,ciprofloxacin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4303345,,C17H21ClFN3O4,385.82,,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,Ciproxin,ciprofloxacin,http://purl.obolibrary.org/obo/DOID_552,ciprofloxacin,T108,CHEMBL4303345,https://w3id.org/ohboi#T108
https://pubchem.ncbi.nlm.nih.gov/compound/100002274,aztreonam,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3833340,,C19H31N7O10S2,581.63,,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N,Azactam,aztreonam,http://purl.obolibrary.org/obo/DOID_7551,aztreonam,T15,CHEMBL3833340,https://w3id.org/ohboi#T15
https://pubchem.ncbi.nlm.nih.gov/compound/100002274,aztreonam,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3833340,,C19H31N7O10S2,581.63,,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N,Azactam,aztreonam,http://purl.obolibrary.org/obo/DOID_552,aztreonam,T67,CHEMBL3833340,https://w3id.org/ohboi#T67
https://pubchem.ncbi.nlm.nih.gov/compound/100002274,aztreonam,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3833340,,C19H31N7O10S2,581.63,,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N,Azactam,aztreonam,http://purl.obolibrary.org/obo/DOID_552,aztreonam,T105,CHEMBL3833340,https://w3id.org/ohboi#T105
https://pubchem.ncbi.nlm.nih.gov/compound/100004539,norfloxacin,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4635810,,C16H19ClFN3O3,355.8,,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,Noroxin,norfloxacin,http://purl.obolibrary.org/obo/DOID_7551,norfloxacin,T16,CHEMBL4635810,https://w3id.org/ohboi#T16
