PubChem_ID,PubChem_label,SMILES,ChEMBL_ID,CHEBI_ID,formula,mass,atcClassification
https://pubchem.ncbi.nlm.nih.gov/compound/100003364,flucloxacillin,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,CHEMBL1622855,,C19H17ClFN3O5S,453.88,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100005106,roxithromycin,CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,CHEMBL3348852,,C41H76N2O15,837.06,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100002610,cefadroxil,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,CHEMBL3039310,,C16H17N3O5S,363.39,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100054688,clarithromycin,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,CHEMBL3937847,,C38H69NO13,747.96,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100003928,lincomycin,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,CHEMBL1405894,,C18H35ClN2O6S,443.01,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100002609,cefaclor,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,CHEMBL1361297,,C15H14ClN3O4S,367.81,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/106398970,cefdinir,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O,CHEMBL3186517,,C14H13N5O5S2,395.42,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100000206,glucose,C(C1C(C(C(C(O1)O)O)O)O)O,CHEMBL2115552,37619.0,C6H12O6,180.16,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100000581,N-acetylcysteine,CC(=O)NC(CS)C(=O)O,CHEMBL145615,,C5H9NO3S,163.20,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100002637,cefoxitin,COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,CHEMBL520373,,C16H17N3O7S2,427.46,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100002622,cefepime,C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],CHEMBL2219655,,C19H24N6O5S2,480.57,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100002650,ceftazidime,CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-],CHEMBL261867,,C22H22N6O7S2,546.59,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100002130,amantadine,C1C2CC3CC1CC(C2)(C3)N,CHEMBL1445834,,C24H38N2O4,418.58,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100003040,dicloxacillin,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,CHEMBL1365978,,C19H16Cl2N3NaO5S,492.32,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100003461,gemcitabine,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,CHEMBL264883,,C9H11F2N3O4,263.20,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100004173,metronidazole,CC1=NC=C(N1CCO)[N+](=O)[O-],CHEMBL1200869,50687.0,C6H10ClN3O3,207.62,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100004259,moxifloxacin,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,CHEMBL3545868,,C21H24FN3O4,401.44,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100003443,fusidic acid,CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C,CHEMBL1256987,,C31H47NaO6,538.70,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100005496,tobramycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,CHEMBL3989564,,C36H84N10O38S5,1425.44,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100003929,linezolid,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CHEMBL7429,,C16H20FN3O4,337.35,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100003640,cortisol,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,CHEMBL1474522,,C21H30O5,362.47,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100004159,methylprednisolone,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,CHEMBL1563152,,C22H30O5,374.48,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100004900,prednisone,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,CHEMBL1473933,,C21H26O5,358.43,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100003365,fluconazole,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,CHEMBL106,46081.0,C13H12F2N6O,306.28,"[['J02AC01', 'D01AC15']]"
https://pubchem.ncbi.nlm.nih.gov/compound/100004735,pentamidine,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,CHEMBL3245411,,C22H30N4O2,382.51,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100003414,foscarnet,C(=O)(O)P(=O)(O)O,CHEMBL754,141644.0,CNa3O5P,191.95,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100222786,cortisone,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,CHEMBL1357314,,C21H28O5,360.45,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/144462760,dabrafenib,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,CHEMBL2028663,75045.0,C23H20F3N5O2S2,519.57,[['L01EC02']]
https://pubchem.ncbi.nlm.nih.gov/compound/100060613,cidofovir,C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O,CHEMBL27710,,C8H14N3O6P,279.19,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100005320,sulfacetamide,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,CHEMBL455,63845.0,C8H10N2O3S,214.25,"[['S01AB04', 'D10AF06']]"
https://pubchem.ncbi.nlm.nih.gov/compound/116129629,LY146032,CCCCCCCCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC3C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)C(C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C,CHEMBL4648221,,C72H101N17O26,1620.69,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/111707110,trametinib,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,CHEMBL2103875,75998.0,C26H23FIN5O4,615.40,[['L01EE01']]
https://pubchem.ncbi.nlm.nih.gov/compound/111020241,ascorbate,C(C(C1C(=C(C(=O)O1)O)O)O)O,CHEMBL3350399,,C6H8O6,178.12,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100032603,clindamycin phosphate,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)OP(=O)(O)O)O)O)C(C)Cl,CHEMBL4791312,,C18H34ClN2O8PS,504.97,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100004730,penicillin V,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,CHEMBL4303803,,C16H18N2O5S,350.40,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100003279,ethambutol,CCC(CO)NCCNC(CC)CO,CHEMBL1200958,,C10H25ClN2O2,240.77,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100003003,dexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,CHEMBL1610678,,C22H29FO5,392.47,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100004895,prednisolone acetate,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O,CHEMBL1519597,,C23H30O6,402.49,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100004894,prednisolone,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,CHEMBL1516130,,C21H28O5,360.45,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/106323497,rifapentine,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,CHEMBL430727,,C47H64N4O12,877.04,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100005544,triamcinolone,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,CHEMBL3039453,,C21H27FO6,394.44,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100006436,triamcinolone acetonide,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C,CHEMBL3348827,,C24H31FO6,434.50,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100004896,prednisolone phosphate,CC12CC(C3C(C1CCC2(C(=O)COP(=O)(O)O)O)CCC4=CC(=O)C=CC34C)O,CHEMBL1201014,,C21H27Na2O8P,484.39,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100656892,TMC207,CN(C)CCC(C1=CC=CC2=CC=CC=C21)(C(C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,CHEMBL4524943,,C34H32BrF3N2O4,669.54,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/105381226,rifampicin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,CHEMBL1553026,,C43H58N4O12,822.95,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100004649,APAs,C1=CC(=C(C=C1N)O)C(=O)O,CHEMBL1169,27565.0,C7H7NO3,153.14,[['J04AA01']]
https://pubchem.ncbi.nlm.nih.gov/compound/106477186,delamanid,CC1(CN2C=C(N=C2O1)[N+](=O)[O-])COC3=CC=C(C=C3)N4CCC(CC4)OC5=CC=C(C=C5)OC(F)(F)F,CHEMBL3188499,,C25H25F3N4O6,534.49,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/144134877,oxytetracycline,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,CHEMBL4591469,,C22H25ClN2O9,496.90,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100004737,pentobarbital,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,CHEMBL971,7984.0,C11H17N2NaO3,248.26,[[]]
https://pubchem.ncbi.nlm.nih.gov/compound/100004763,phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,CHEMBL40,8069.0,C12H12N2O3,232.24,[['N03AA02']]
